date,dyad,gdelt_goldstein_mean,protest_share,military_share,diplomatic_share,gdelt_topic_01,gdelt_topic_02,gdelt_topic_03,gdelt_topic_04,gdelt_topic_05,gdelt_topic_06,gdelt_topic_07,gdelt_topic_08,gdelt_topic_09,gdelt_topic_10,gdelt_topic_11,gdelt_topic_12,gdelt_topic_13,gdelt_topic_14,gdelt_topic_15,gdelt_topic_16,gdelt_topic_17,gdelt_topic_18,gdelt_topic_19,gdelt_topic_20
1990-01-01,us,0.05997065366049359,0.029742420079991456,0.009462103181619386,0.617960881936308,0.13784932705048034,0.0034545943822066752,0.01961752622008006,0.09037157895893719,0.08257747400704292,0.04521950094227612,0.005808479640511974,0.005801490758629846,0.02230362658594953,0.13315230995214938,0.060099002374810834,0.018903673418395977,0.004830696464204181,0.05584228840481731,0.029098950407492285,0.024836243808033356,0.18576057612849126,0.022778400903638838,0.06387339427814576,0.019037275893927737
1990-01-01,jp,2.3732141583954958,0.04172925888035837,0.01472574914157546,0.6070975793512088,0.14871779040243646,0.17702243459919353,0.00671248882558118,0.017072692355027685,0.056914428152462865,0.04043719815528049,0.03184633503597264,0.003842996112907891,0.07903085804581267,0.008871631574210465,0.017425975829677174,0.0008953004056982563,0.028692209621515707,0.031114071844233458,0.03752228582167754,0.0008056715883537563,0.009037983673196444,0.024907526511545982,0.0006514995100502701,0.09811353762771206
1990-01-01,aus,2.51480162824869,0.020805267051693964,0.032313977347729776,0.5280993148762001,0.09816242938347408,0.018053820265931744,0.13054058696307236,0.05468030838686054,0.030570061053184248,0.09556544675980362,0.0101262107052877,0.053821685063189156,0.004230508029535319,0.06303695823325363,0.017272312845159548,0.061466700817611825,0.13042470001167314,0.07192208074280221,0.10050989528444854,0.13803400914857367,0.0027829518793084525,0.008481425550301087,0.11674899652322138,0.0035887332243621237
1990-01-01,cds,1.889062431248131,0.045843885769270495,0.027799843515657396,0.6246964547834148,0.048950531989616956,0.004334776818737323,0.06010550450998288,0.09599311275174599,0.042195184073622896,0.0036347905403831993,0.07897564026297473,0.0008240008536394708,0.01911404241261089,0.15460825642200607,0.0024516012015936097,0.10351863670090249,0.03555517461805018,0.003909272509818498,0.03198620304347018,0.02786814114583631,0.01804008169929358,0.11375019194257034,0.004373725384870024,0.026903101255935206
1990-01-01,fra,2.3723310984565193,0.04329436562332612,0.022849445645734087,0.5094331039917918,0.02200280813980022,0.0920846191513359,0.017276895015613608,0.2649959668468036,0.044034209248305985,0.034192033315237194,0.029135136448189845,0.07328015182441235,0.0028873742125224895,0.051187497405639534,0.08514035716998132,0.0016886629575110102,0.007545651465391146,0.0766444773871644,0.0059707361717603906,0.00297214246992577,0.060419074815210486,0.0057853220211186865,0.022634830713788186,0.03540685647255639
1990-01-01,ger,-0.6273421720746617,0.07436873517751938,0.014217022399036713,0.6474594441721382,0.044456476289057585,0.030431280195531735,0.0010620808629620397,0.1242501455939433,0.09045273928269681,0.02865303559925704,0.01927041034159838,0.047980666928815516,0.028390139421483496,0.0710498055123813,0.008473485012497015,0.13877557571457036,0.035638233636844645,0.013568127274214976,0.010081644386615234,0.09677046500600046,0.04130998230468709,0.011620819346263564,0.005316896089836516,0.02434839036833261
1990-01-01,uk,1.1844704258074077,0.04712285877235409,0.005991260532491553,0.46966841407401927,0.015819028303797233,0.01707720992803932,0.04253691301220032,0.07850460518512092,0.0049035985512800905,0.030856574467725092,0.01737756055203447,0.009685387961082518,0.009478661427770914,0.09456360055897477,0.10236352491790877,0.03588975634216645,0.0042047175897599355,0.2047888410851133,0.032957869196975,0.007587356744815865,0.07590576973559086,0.006376735837093713,0.13852214593276685,0.04173665745883831
1990-01-01,rus,1.025855613162033,0.06630996293273059,0.03210592141065317,0.5744151707335658,0.03753603422009953,0.05565232714103954,0.05201503848668324,0.014112882858777378,0.014709339656239056,0.005791247186432561,0.056855725227972144,0.17129580267295583,0.04968291213731281,0.01933949338094218,0.08294278036990174,0.014956020836920485,0.03707092395674227,0.17977421760107704,0.02495690909578084,0.10754234914412569,0.07947368767095843,0.04487591576450664,0.009685815566708358,0.15251847319302905
1990-01-01,india,1.8066805220266953,0.048143053915188305,0.018382232904129072,0.4963441992717057,0.1887327617252942,0.015141783500506979,0.2151213069985059,0.00954321384277718,0.07870049832385351,0.09468706486120973,0.01192391516577375,0.018996637875231877,0.05766887089023266,0.03623464850956385,0.11221770304461909,0.019975259765233535,0.06000149593465591,0.04701045526669384,0.08433977510453015,0.06380782225659616,0.09919150763174528,0.017865450025077008,0.02709291486082265,0.050624039095789296
1990-01-01,indo,-0.41395098612021086,0.07517848668621395,0.02149506849837251,0.5449259146097587,0.037973340692691704,0.014750043038416588,0.0032273684570020738,0.048463423694239546,0.038457693086135086,0.08546978789784243,0.01845757819207733,0.01795479649717226,0.04301359883247279,0.017925934599776188,0.010617918207168411,0.054373219377776755,0.029767234208468513,0.03603348892018878,0.0661830568292797,0.051522028250907057,0.019553402619370792,0.07138943206823063,0.12330995994670012,0.0655721415756142
1990-01-01,pak,3.0878849329668743,0.025018302107281218,0.006199631173160726,0.4069944606069731,0.032879978220562996,0.07509930529469423,0.011423454970027834,0.04478566724902578,0.051645643676911365,0.09530830373946293,0.10065775109402308,0.08163768474289025,0.025152785383636994,0.061762555990220715,0.041367113547241416,0.09811620003552686,0.06634535983393557,0.0685359886020658,0.06246858965395807,0.0027522629014711864,0.29812299668685416,0.004510869100513222,0.12405518140535905,0.006548896008983627
1990-01-01,vn,-1.128597157034911,0.037949013807526695,0.02084035467778746,0.5475176535221491,0.10564355419424527,0.011306713681471932,0.04144145278989777,0.036963742483592,0.044116209018675245,0.049350127271914,0.09437091493271127,0.014309149411778816,0.07549334172633893,0.020370278751877545,0.08646468961400305,0.040677495408341875,0.01153268830612058,0.12262547775184406,0.01653217715153694,0.0063914608654211565,0.008714467190615416,0.030853296011408807,0.07977670875011483,0.043525336730215136
1990-02-01,us,3.228928685254539,0.0224207680645806,0.018905055169612855,0.4073118207586398,0.11591217174965272,0.0521307047250799,0.02536144197395548,0.09067830867946544,0.02611521332433673,0.0030107091211088,0.014855935950318522,0.01615287472094531,0.034078699140809465,0.016237786078810504,0.007987652975480871,0.02323843433553682,0.05308283271672428,0.03842491774810519,0.06807100701924511,0.01573424299977459,0.016598364860478384,0.16328430429864838,0.03823297061212526,0.07213359899917691
